Sweden, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 14/04/2023
Year    Age        Exposure
1954     20        41187.93
1954     21        42289.07
1954     22        43884.61
1954     23        45489.32
1954     24        45126.94
1954     25        46143.58
1954     26        46514.44
1954     27        47923.49
1954     28        49219.24
1954     29        50590.87
1954     30        51995.99
1954     31        52449.31
1954     32        56172.90
1954     33        59010.79
1954     34        58386.83
1954     35        49904.39
1954     36        51359.93
1954     37        51984.24
1954     38        51756.45
1954     39        53232.76
1954     40        53933.08
1954     41        54323.47
1954     42        54375.83
1954     43        53412.18
1954     44        54400.67
1954     45        54280.89
1954     46        53296.64
1954     47        52059.36
1954     48        51017.96
1954     49        49816.41
1954     50        48720.62
1954     51        48187.81
1954     52        47833.26
1954     53        46714.09
1954     54        45236.38
1954     55        43606.43
1955     12        57230.26
1955     13        51447.53
1955     14        45503.37
1955     15        46445.03
1955     16        45757.07
1955     17        43861.36
1955     18        42909.61
1955     19        42300.16
1955     20        41617.18
1955     21        41562.82
1955     22        42554.61
1955     23        44101.40
1955     24        45646.40
1955     25        45245.85
1955     26        46260.41
1955     27        46572.26
1955     28        47969.01
1955     29        49264.18
1955     30        50608.53
1955     31        52001.81
1955     32        52456.32
1955     33        56187.37
1955     34        58999.00
1955     35        58392.62
1955     36        49879.02
1955     37        51321.47
1955     38        51943.43
1955     39        51717.55
1955     40        53191.29
1955     41        53875.53
1955     42        54259.41
1955     43        54303.48
1955     44        53326.19
1955     45        54296.27
1955     46        54163.62
1955     47        53176.01
1955     48        51910.67
1955     49        50853.49
1955     50        49619.60
1955     51        48538.81
1955     52        47982.95
1955     53        47586.59
1955     54        46465.80
1955     55        44972.50
1956     12        61378.28
1956     13        57257.90
1956     14        51465.79
1956     15        45554.54
1956     16        46568.59
1956     17        46044.33
1956     18        44300.74
1956     19        43457.68
1956     20        42840.79
1956     21        42084.79
1956     22        41901.29
1956     23        42775.84
1956     24        44279.04
1956     25        45776.67
1956     26        45397.19
1956     27        46333.34
1956     28        46660.22
1956     29        48053.23
1956     30        49312.77
1956     31        50651.00
1956     32        52023.29
1956     33        52503.19
1956     34        56188.78
1956     35        59020.09
1956     36        58373.31
1956     37        49844.50
1956     38        51283.58
1956     39        51891.51
1956     40        51680.84
1956     41        53150.81
1956     42        53826.91
1956     43        54200.65
1956     44        54206.45
1956     45        53232.49
1956     46        54168.52
1956     47        54055.26
1956     48        53040.11
1956     49        51753.45
1956     50        50663.15
1956     51        49430.33
1956     52        48354.10
1956     53        47742.60
1956     54        47362.98
1956     55        46189.86
1957     12        63424.97
1957     13        61422.44
1957     14        57281.74
1957     15        51528.77
1957     16        45696.59
1957     17        46854.68
1957     18        46453.53
1957     19        44772.83
1957     20        43962.03
1957     21        43239.55
1957     22        42382.69
1957     23        42154.26
1957     24        42927.50
1957     25        44348.46
1957     26        45890.43
1957     27        45457.13
1957     28        46389.52
1957     29        46715.94
1957     30        48119.94
1957     31        49355.70
1957     32        50691.38
1957     33        52047.37
1957     34        52522.62
1957     35        56220.65
1957     36        59028.27
1957     37        58356.82
1957     38        49817.88
1957     39        51239.24
1957     40        51862.88
1957     41        51638.14
1957     42        53111.99
1957     43        53759.12
1957     44        54121.22
1957     45        54114.78
1957     46        53122.69
1957     47        54061.01
1957     48        53920.00
1957     49        52884.53
1957     50        51593.27
1957     51        50477.25
1957     52        49256.60
1957     53        48132.82
1957     54        47522.17
1957     55        47096.92
1958     12        63473.16
1958     13        63467.44
1958     14        61459.74
1958     15        57354.93
1958     16        51676.24
1958     17        45932.43
1958     18        47202.90
1958     19        46863.49
1958     20        45164.21
1958     21        44243.01
1958     22        43410.89
1958     23        42557.48
1958     24        42283.64
1958     25        43011.69
1958     26        44413.40
1958     27        45942.98
1958     28        45488.45
1958     29        46428.68
1958     30        46770.57
1958     31        48133.30
1958     32        49411.59
1958     33        50707.15
1958     34        52091.92
1958     35        52553.77
1958     36        56265.08
1958     37        59016.45
1958     38        58330.28
1958     39        49786.72
1958     40        51221.21
1958     41        51826.70
1958     42        51599.15
1958     43        53051.08
1958     44        53693.39
1958     45        54047.86
1958     46        54003.20
1958     47        53017.02
1958     48        53932.01
1958     49        53758.84
1958     50        52723.33
1958     51        51413.93
1958     52        50287.65
1958     53        49027.80
1958     54        47921.55
1958     55        47289.91
1959     12        62637.13
1959     13        63480.65
1959     14        63481.90
1959     15        61493.89
1959     16        57439.06
1959     17        51851.39
1959     18        46181.73
1959     19        47509.94
1959     20        47039.66
1959     21        45319.04
1959     22        44269.09
1959     23        43370.19
1959     24        42538.85
1959     25        42282.83
1959     26        42991.57
1959     27        44388.44
1959     28        45896.98
1959     29        45462.65
1959     30        46421.78
1959     31        46732.65
1959     32        48120.34
1959     33        49378.19
1959     34        50702.03
1959     35        52075.61
1959     36        52528.31
1959     37        56209.51
1959     38        58945.74
1959     39        58251.27
1959     40        49742.49
1959     41        51150.17
1959     42        51741.13
1959     43        51505.11
1959     44        52940.17
1959     45        53603.20
1959     46        53916.46
1959     47        53872.14
1959     48        52883.86
1959     49        53765.77
1959     50        53565.46
1959     51        52527.99
1959     52        51193.92
1959     53        50045.21
1959     54        48811.00
1959     55        47690.50
1960     12        60720.17
1960     13        62639.15
1960     14        63396.49
1960     15        63593.20
1960     16        61613.08
1960     17        57678.67
1960     18        52149.78
1960     19        46540.95
1960     20        47765.54
1960     21        47247.47
1960     22        45435.81
1960     23        44327.48
1960     24        43311.13
1960     25        42526.56
1960     26        42117.93
1960     27        42912.84
1960     28        44343.40
1960     29        45877.97
1960     30        45484.83
1960     31        46353.11
1960     32        46641.44
1960     33        48079.82
1960     34        49300.29
1960     35        50618.45
1960     36        51989.74
1960     37        52396.69
1960     38        56025.88
1960     39        58826.05
1960     40        58125.46
1960     41        49554.98
1960     42        51021.11
1960     43        51620.51
1960     44        51344.55
1960     45        52757.62
1960     46        53405.12
1960     47        53708.27
1960     48        53639.11
1960     49        52668.16
1960     50        53519.03
1960     51        53321.98
1960     52        52231.11
1960     53        50928.22
1960     54        49772.44
1960     55        48505.48
1961     12        59313.40
1961     13        60743.84
1961     14        62570.28
1961     15        63559.37
1961     16        63755.77
1961     17        61883.45
1961     18        57993.97
1961     19        52558.25
1961     20        46941.17
1961     21        48047.79
1961     22        47490.80
1961     23        45634.38
1961     24        44388.41
1961     25        43400.51
1961     26        42443.96
1961     27        42112.68
1961     28        42937.80
1961     29        44372.78
1961     30        45930.68
1961     31        45443.09
1961     32        46309.99
1961     33        46629.02
1961     34        48011.73
1961     35        49242.49
1961     36        50585.94
1961     37        51894.35
1961     38        52258.62
1961     39        55950.89
1961     40        58728.45
1961     41        57970.19
1961     42        49458.53
1961     43        50937.20
1961     44        51487.08
1961     45        51188.49
1961     46        52576.46
1961     47        53198.54
1961     48        53493.11
1961     49        53437.68
1961     50        52444.64
1961     51        53280.81
1961     52        53041.77
1961     53        51977.80
1961     54        50638.94
1961     55        49466.37
1962     12        56318.21
1962     13        59346.53
1962     14        60766.08
1962     15        62671.38
1962     16        63720.27
1962     17        63960.01
1962     18        62140.80
1962     19        58283.79
1962     20        52844.24
1962     21        47179.84
1962     22        48232.94
1962     23        47629.09
1962     24        45716.22
1962     25        44446.88
1962     26        43462.72
1962     27        42500.38
1962     28        42124.53
1962     29        42958.70
1962     30        44391.19
1962     31        45921.63
1962     32        45453.36
1962     33        46311.48
1962     34        46625.93
1962     35        47994.06
1962     36        49257.25
1962     37        50555.89
1962     38        51869.87
1962     39        52222.52
1962     40        55923.01
1962     41        58693.11
1962     42        57904.72
1962     43        49400.48
1962     44        50857.14
1962     45        51420.57
1962     46        51104.79
1962     47        52448.55
1962     48        53079.68
1962     49        53357.71
1962     50        53267.73
1962     51        52269.06
1962     52        53084.23
1962     53        52820.16
1962     54        51721.05
1962     55        50405.20
1963     12        53582.10
1963     13        56344.92
1963     14        59363.54
1963     15        60857.83
1963     16        62828.83
1963     17        63938.32
1963     18        64230.75
1963     19        62427.15
1963     20        58506.53
1963     21        53029.09
1963     22        47317.69
1963     23        48321.40
1963     24        47681.67
1963     25        45752.40
1963     26        44480.02
1963     27        43481.67
1963     28        42500.35
1963     29        42138.81
1963     30        42960.20
1963     31        44398.57
1963     32        45904.59
1963     33        45461.94
1963     34        46307.71
1963     35        46606.54
1963     36        47966.94
1963     37        49209.44
1963     38        50540.07
1963     39        51820.32
1963     40        52184.16
1963     41        55873.19
1963     42        58636.94
1963     43        57839.86
1963     44        49313.55
1963     45        50775.84
1963     46        51329.56
1963     47        50999.41
1963     48        52329.38
1963     49        52951.37
1963     50        53187.21
1963     51        53105.71
1963     52        52091.83
1963     53        52845.82
1963     54        52578.81
1963     55        51482.93
1964     12        52218.55
1964     13        53634.21
1964     14        56386.87
1964     15        59475.80
1964     16        61046.08
1964     17        63127.36
1964     18        64330.27
1964     19        64639.79
1964     20        62766.02
1964     21        58734.17
1964     22        53246.77
1964     23        47499.29
1964     24        48469.47
1964     25        47793.19
1964     26        45859.51
1964     27        44547.84
1964     28        43560.51
1964     29        42551.34
1964     30        42196.71
1964     31        43007.56
1964     32        44421.05
1964     33        45943.48
1964     34        45476.89
1964     35        46318.57
1964     36        46598.50
1964     37        47952.51
1964     38        49224.94
1964     39        50515.67
1964     40        51795.29
1964     41        52155.94
1964     42        55850.27
1964     43        58576.91
1964     44        57746.95
1964     45        49237.04
1964     46        50687.22
1964     47        51230.01
1964     48        50885.59
1964     49        52203.66
1964     50        52790.21
1964     51        53023.81
1964     52        52911.93
1964     53        51871.48
1964     54        52617.66
1964     55        52320.42
1965     12        52952.83
1965     13        52323.90
1965     14        53707.89
1965     15        56543.50
1965     16        59743.09
1965     17        61478.28
1965     18        63710.02
1965     19        64975.48
1965     20        65167.81
1965     21        63203.49
1965     22        59114.91
1965     23        53557.88
1965     24        47800.31
1965     25        48704.59
1965     26        48047.97
1965     27        46063.61
1965     28        44732.39
1965     29        43709.01
1965     30        42690.16
1965     31        42322.53
1965     32        43112.26
1965     33        44496.70
1965     34        46016.31
1965     35        45541.68
1965     36        46393.45
1965     37        46636.51
1965     38        48014.21
1965     39        49240.79
1965     40        50530.55
1965     41        51783.85
1965     42        52145.64
1965     43        55808.03
1965     44        58506.52
1965     45        57701.32
1965     46        49162.35
1965     47        50592.32
1965     48        51135.19
1965     49        50763.24
1965     50        52067.07
1965     51        52630.40
1965     52        52827.63
1965     53        52704.22
1965     54        51663.92
1965     55        52374.58
1966     12        51877.57
1966     13        53056.20
1966     14        52404.81
1966     15        53873.56
1966     16        56823.37
1966     17        60196.48
1966     18        62157.14
1966     19        64495.51
1966     20        65625.73
1966     21        65705.08
1966     22        63626.87
1966     23        59424.75
1966     24        53861.38
1966     25        48080.99
1966     26        48985.09
1966     27        48298.53
1966     28        46273.23
1966     29        44926.65
1966     30        43869.20
1966     31        42850.22
1966     32        42454.45
1966     33        43209.51
1966     34        44590.23
1966     35        46097.69
1966     36        45628.81
1966     37        46462.56
1966     38        46694.81
1966     39        48043.37
1966     40        49257.98
1966     41        50532.78
1966     42        51773.79
1966     43        52124.87
1966     44        55748.88
1966     45        58470.74
1966     46        57612.54
1966     47        49078.66
1966     48        50499.70
1966     49        51006.84
1966     50        50629.65
1966     51        51915.86
1966     52        52459.17
1966     53        52629.44
1966     54        52494.51
1966     55        51433.27
1967     12        51175.66
1967     13        51938.14
1967     14        53110.26
1967     15        52535.87
1967     16        54097.02
1967     17        57191.05
1967     18        60767.66
1967     19        62814.84
1967     20        65065.80
1967     21        66055.65
1967     22        65992.56
1967     23        63801.68
1967     24        59510.93
1967     25        53996.68
1967     26        48180.12
1967     27        49096.58
1967     28        48395.38
1967     29        46353.18
1967     30        45005.79
1967     31        43948.41
1967     32        42912.12
1967     33        42508.11
1967     34        43263.56
1967     35        44609.51
1967     36        46113.31
1967     37        45646.30
1967     38        46480.14
1967     39        46698.13
1967     40        48020.44
1967     41        49246.00
1967     42        50493.77
1967     43        51734.80
1967     44        52060.89
1967     45        55692.26
1967     46        58395.34
1967     47        57487.29
1967     48        48962.52
1967     49        50356.98
1967     50        50888.19
1967     51        50473.45
1967     52        51761.15
1967     53        52301.10
1967     54        52406.99
1967     55        52296.33
1968     12        51860.13
1968     13        51229.80
1968     14        51991.61
1968     15        53234.02
1968     16        52737.74
1968     17        54467.61
1968     18        57689.73
1968     19        61403.99
1968     20        63347.67
1968     21        65464.44
1968     22        66350.00
1968     23        66144.54
1968     24        63830.62
1968     25        59479.17
1968     26        53994.02
1968     27        48160.94
1968     28        49075.06
1968     29        48408.16
1968     30        46360.69
1968     31        44999.30
1968     32        43927.50
1968     33        42902.32
1968     34        42512.86
1968     35        43222.26
1968     36        44578.63
1968     37        46091.88
1968     38        45615.47
1968     39        46474.38
1968     40        46651.54
1968     41        47975.23
1968     42        49172.34
1968     43        50435.37
1968     44        51662.63
1968     45        51970.23
1968     46        55599.42
1968     47        58233.95
1968     48        57335.68
1968     49        48827.97
1968     50        50247.43
1968     51        50726.16
1968     52        50325.98
1968     53        51584.55
1968     54        52086.46
1968     55        52211.10
1969     12        52105.52
1969     13        52003.61
1969     14        51368.11
1969     15        52221.31
1969     16        53597.80
1969     17        53330.28
1969     18        55274.23
1969     19        58710.49
1969     20        62428.99
1969     21        64229.43
1969     22        66232.01
1969     23        66939.56
1969     24        66524.42
1969     25        64031.69
1969     26        59694.49
1969     27        54161.19
1969     28        48316.95
1969     29        49231.47
1969     30        48531.51
1969     31        46440.24
1969     32        45082.54
1969     33        44013.09
1969     34        42985.73
1969     35        42558.63
1969     36        43268.17
1969     37        44636.77
1969     38        46129.86
1969     39        45672.55
1969     40        46493.31
1969     41        46672.57
1969     42        47966.24
1969     43        49158.78
1969     44        50395.24
1969     45        51601.18
1969     46        51920.44
1969     47        55498.28
1969     48        58128.62
1969     49        57234.55
1969     50        48725.59
1969     51        50100.95
1969     52        50594.91
1969     53        50135.58
1969     54        51390.13
1969     55        51855.72
1970     12        51880.06
1970     13        52345.66
1970     14        52193.87
1970     15        51691.42
1970     16        52744.31
1970     17        54372.07
1970     18        54397.77
1970     19        56567.02
1970     20        60081.19
1970     21        63663.07
1970     22        65310.80
1970     23        67156.71
1970     24        67621.26
1970     25        66987.34
1970     26        64401.95
1970     27        60015.76
1970     28        54456.61
1970     29        48593.89
1970     30        49436.51
1970     31        48721.31
1970     32        46659.10
1970     33        45255.63
1970     34        44206.88
1970     35        43148.32
1970     36        42697.89
1970     37        43366.82
1970     38        44753.46
1970     39        46246.22
1970     40        45751.07
1970     41        46594.58
1970     42        46739.67
1970     43        48020.38
1970     44        49178.33
1970     45        50387.91
1970     46        51608.58
1970     47        51893.75
1970     48        55469.38
1970     49        58039.35
1970     50        57134.32
1970     51        48595.97
1970     52        49985.61
1970     53        50437.44
1970     54        49951.17
1970     55        51177.22
1971     12        51368.30
1971     13        52028.65
1971     14        52463.97
1971     15        52424.23
1971     16        52058.75
1971     17        53258.46
1971     18        55050.06
1971     19        55199.65
1971     20        57355.88
1971     21        60781.45
1971     22        64259.14
1971     23        65764.16
1971     24        67494.68
1971     25        67830.36
1971     26        67095.87
1971     27        64482.10
1971     28        60073.14
1971     29        54568.84
1971     30        48627.11
1971     31        49469.40
1971     32        48813.75
1971     33        46698.66
1971     34        45336.09
1971     35        44253.13
1971     36        43215.82
1971     37        42708.79
1971     38        43419.02
1971     39        44794.01
1971     40        46267.79
1971     41        45777.52
1971     42        46610.34
1971     43        46739.98
1971     44        48002.38
1971     45        49115.61
1971     46        50349.06
1971     47        51541.69
1971     48        51808.98
1971     49        55343.02
1971     50        57901.70
1971     51        56970.70
1971     52        48457.93
1971     53        49803.65
1971     54        50226.15
1971     55        49743.52
1972     12        50697.38
1972     13        51375.78
1972     14        52034.32
1972     15        52528.56
1972     16        52557.22
1972     17        52283.60
1972     18        53503.47
1972     19        55287.82
1972     20        55370.64
1972     21        57461.38
1972     22        60766.27
1972     23        64151.66
1972     24        65598.48
1972     25        67252.68
1972     26        67554.35
1972     27        66844.85
1972     28        64267.66
1972     29        59889.55
1972     30        54366.45
1972     31        48433.43
1972     32        49333.13
1972     33        48678.18
1972     34        46580.27
1972     35        45229.78
1972     36        44172.13
1972     37        43120.85
1972     38        42636.09
1972     39        43334.35
1972     40        44722.62
1972     41        46181.21
1972     42        45696.77
1972     43        46522.37
1972     44        46634.64
1972     45        47878.67
1972     46        48999.39
1972     47        50203.85
1972     48        51354.84
1972     49        51661.31
1972     50        55171.11
1972     51        57691.56
1972     52        56748.36
1972     53        48236.16
1972     54        49569.60
1972     55        49996.69
1973     12        50804.56
1973     13        50665.71
1973     14        51338.31
1973     15        52029.35
1973     16        52585.42
1973     17        52690.68
1973     18        52457.82
1973     19        53658.78
1973     20        55383.04
1973     21        55392.05
1973     22        57365.75
1973     23        60583.75
1973     24        63930.07
1973     25        65273.30
1973     26        66955.32
1973     27        67204.86
1973     28        66541.86
1973     29        63967.50
1973     30        59601.61
1973     31        54123.16
1973     32        48252.12
1973     33        49148.28
1973     34        48476.74
1973     35        46462.31
1973     36        45091.75
1973     37        44043.54
1973     38        42992.86
1973     39        42515.82
1973     40        43231.42
1973     41        44626.54
1973     42        46050.14
1973     43        45599.43
1973     44        46396.94
1973     45        46520.95
1973     46        47746.50
1973     47        48842.70
1973     48        50026.00
1973     49        51212.97
1973     50        51477.39
1973     51        54955.92
1973     52        57456.69
1973     53        56493.45
1973     54        48011.77
1973     55        49341.15
1974     12        52033.83
1974     13        50801.58
1974     14        50667.82
1974     15        51358.06
1974     16        52126.18
1974     17        52735.30
1974     18        52903.96
1974     19        52726.95
1974     20        53947.04
1974     21        55605.65
1974     22        55517.35
1974     23        57354.92
1974     24        60603.00
1974     25        63846.05
1974     26        65222.59
1974     27        66765.52
1974     28        67022.00
1974     29        66378.03
1974     30        63805.84
1974     31        59486.97
1974     32        54030.58
1974     33        48135.49
1974     34        49018.19
1974     35        48411.68
1974     36        46381.88
1974     37        45020.57
1974     38        43968.20
1974     39        42917.81
1974     40        42461.02
1974     41        43178.65
1974     42        44534.20
1974     43        45978.30
1974     44        45509.37
1974     45        46306.73
1974     46        46431.40
1974     47        47633.30
1974     48        48723.83
1974     49        49890.64
1974     50        51051.06
1974     51        51307.02
1974     52        54766.66
1974     53        57219.46
1974     54        56239.55
1974     55        47792.35
1975     12        53788.23
1975     13        52096.41
1975     14        50849.92
1975     15        50728.82
1975     16        51506.61
1975     17        52339.79
1975     18        53016.87
1975     19        53320.92
1975     20        53168.89
1975     21        54310.04
1975     22        55925.70
1975     23        55704.41
1975     24        57594.68
1975     25        60726.84
1975     26        63930.26
1975     27        65234.58
1975     28        66752.66
1975     29        67059.16
1975     30        66355.40
1975     31        63812.71
1975     32        59475.06
1975     33        53998.66
1975     34        48119.23
1975     35        49006.05
1975     36        48400.87
1975     37        46382.23
1975     38        44992.94
1975     39        43957.89
1975     40        42901.24
1975     41        42434.06
1975     42        43139.50
1975     43        44482.43
1975     44        45904.34
1975     45        45460.55
1975     46        46243.85
1975     47        46348.15
1975     48        47530.44
1975     49        48588.03
1975     50        49773.14
1975     51        50884.93
1975     52        51140.24
1975     53        54542.88
1975     54        56992.30
1975     55        55984.09
1976     12        57609.35
1976     13        53875.32
1976     14        52157.03
1976     15        50935.57
1976     16        50893.88
1976     17        51745.94
1976     18        52641.13
1976     19        53519.13
1976     20        53833.43
1976     21        53610.06
1976     22        54751.09
1976     23        56297.32
1976     24        56034.66
1976     25        57832.34
1976     26        60895.41
1976     27        64054.62
1976     28        65304.09
1976     29        66844.06
1976     30        67097.66
1976     31        66407.92
1976     32        63839.50
1976     33        59486.66
1976     34        54012.29
1976     35        48133.48
1976     36        49017.34
1976     37        48425.95
1976     38        46363.72
1976     39        44998.62
1976     40        43936.79
1976     41        42894.56
1976     42        42413.22
1976     43        43103.46
1976     44        44426.37
1976     45        45881.14
1976     46        45406.34
1976     47        46172.08
1976     48        46249.00
1976     49        47419.36
1976     50        48472.44
1976     51        49618.62
1976     52        50723.40
1976     53        50937.41
1976     54        54346.82
1976     55        56742.12
1977     12        60779.65
1977     13        57697.18
1977     14        53961.83
1977     15        52235.75
1977     16        51118.76
1977     17        51157.97
1977     18        52086.22
1977     19        53167.17
1977     20        54096.26
1977     21        54446.13
1977     22        54139.03
1977     23        55266.56
1977     24        56725.00
1977     25        56391.95
1977     26        58134.95
1977     27        61149.06
1977     28        64254.08
1977     29        65482.06
1977     30        66994.62
1977     31        67194.78
1977     32        66500.56
1977     33        63881.79
1977     34        59536.15
1977     35        54054.58
1977     36        48168.32
1977     37        49055.93
1977     38        48446.61
1977     39        46366.38
1977     40        44986.41
1977     41        43941.15
1977     42        42876.91
1977     43        42396.81
1977     44        43089.89
1977     45        44403.91
1977     46        45831.74
1977     47        45340.07
1977     48        46092.68
1977     49        46169.15
1977     50        47298.74
1977     51        48347.07
1977     52        49483.32
1977     53        50540.83
1977     54        50758.79
1977     55        54125.63
1978     12        59630.23
1978     13        60838.16
1978     14        57753.73
1978     15        53999.91
1978     16        52382.12
1978     17        51363.19
1978     18        51482.00
1978     19        52599.34
1978     20        53721.13
1978     21        54713.17
1978     22        54983.18
1978     23        54621.25
1978     24        55727.77
1978     25        57102.00
1978     26        56713.86
1978     27        58389.47
1978     28        61386.49
1978     29        64449.73
1978     30        65633.33
1978     31        67064.65
1978     32        67289.19
1978     33        66530.10
1978     34        63914.15
1978     35        59564.48
1978     36        54075.39
1978     37        48182.62
1978     38        49083.84
1978     39        48445.91
1978     40        46354.73
1978     41        44973.21
1978     42        43927.33
1978     43        42845.98
1978     44        42368.80
1978     45        43055.31
1978     46        44340.60
1978     47        45763.68
1978     48        45260.35
1978     49        46013.90
1978     50        46062.45
1978     51        47167.70
1978     52        48219.46
1978     53        49318.42
1978     54        50357.17
1978     55        50566.05
1979     12        60172.91
1979     13        59654.08
1979     14        60853.08
1979     15        57769.26
1979     16        54093.38
1979     17        52587.21
1979     18        51692.61
1979     19        52001.96
1979     20        53118.99
1979     21        54243.32
1979     22        55227.86
1979     23        55368.85
1979     24        55025.92
1979     25        56032.88
1979     26        57340.49
1979     27        56875.43
1979     28        58533.46
1979     29        61491.05
1979     30        64492.40
1979     31        65643.47
1979     32        67104.79
1979     33        67291.38
1979     34        66498.26
1979     35        63914.20
1979     36        59539.27
1979     37        54063.76
1979     38        48173.79
1979     39        49058.86
1979     40        48416.26
1979     41        46317.10
1979     42        44950.92
1979     43        43883.39
1979     44        42787.86
1979     45        42320.76
1979     46        42986.86
1979     47        44262.93
1979     48        45676.31
1979     49        45170.31
1979     50        45929.12
1979     51        45920.15
1979     52        47024.08
1979     53        48057.42
1979     54        49118.37
1979     55        50147.38
1980     12        57230.30
1980     13        60189.84
1980     14        59692.29
1980     15        60868.62
1980     16        57867.22
1980     17        54274.43
1980     18        52948.20
1980     19        52262.71
1980     20        52526.35
1980     21        53604.72
1980     22        54689.87
1980     23        55579.67
1980     24        55694.69
1980     25        55293.41
1980     26        56191.67
1980     27        57476.65
1980     28        56981.23
1980     29        58599.95
1980     30        61478.49
1980     31        64489.74
1980     32        65617.28
1980     33        67080.00
1980     34        67220.39
1980     35        66439.43
1980     36        63863.55
1980     37        59512.49
1980     38        54016.48
1980     39        48147.51
1980     40        48997.23
1980     41        48358.08
1980     42        46272.10
1980     43        44903.89
1980     44        43813.48
1980     45        42742.86
1980     46        42263.77
1980     47        42894.25
1980     48        44171.59
1980     49        45584.89
1980     50        45079.46
1980     51        45788.16
1980     52        45780.23
1980     53        46857.99
1980     54        47864.16
1980     55        48899.63
1981     12        54127.15
1981     13        57225.16
1981     14        60204.68
1981     15        59698.57
1981     16        60950.00
1981     17        57987.22
1981     18        54527.21
1981     19        53419.66
1981     20        52653.06
1981     21        52891.94
1981     22        53850.69
1981     23        54951.99
1981     24        55788.08
1981     25        55856.19
1981     26        55414.84
1981     27        56299.65
1981     28        57536.64
1981     29        56978.16
1981     30        58554.86
1981     31        61434.65
1981     32        64415.03
1981     33        65537.78
1981     34        66985.06
1981     35        67108.11
1981     36        66376.12
1981     37        63800.35
1981     38        59440.82
1981     39        53979.23
1981     40        48083.25
1981     41        48940.97
1981     42        48285.16
1981     43        46209.12
1981     44        44837.94
1981     45        43765.70
1981     46        42664.81
1981     47        42173.83
1981     48        42805.80
1981     49        44070.63
1981     50        45462.38
1981     51        44944.65
1981     52        45669.38
1981     53        45636.64
1981     54        46692.97
1981     55        47668.00
1982     12        52687.23
1982     13        54113.36
1982     14        57193.75
1982     15        60213.03
1982     16        59746.14
1982     17        61019.44
1982     18        58146.25
1982     19        54808.93
1982     20        53641.33
1982     21        52846.05
1982     22        53021.09
1982     23        54002.43
1982     24        55053.32
1982     25        55870.83
1982     26        55942.80
1982     27        55436.40
1982     28        56295.60
1982     29        57505.66
1982     30        56931.92
1982     31        58480.06
1982     32        61375.74
1982     33        64330.96
1982     34        65457.53
1982     35        66921.65
1982     36        67059.81
1982     37        66305.93
1982     38        63712.01
1982     39        59371.45
1982     40        53927.79
1982     41        48038.34
1982     42        48888.01
1982     43        48217.61
1982     44        46157.72
1982     45        44794.34
1982     46        43671.10
1982     47        42583.75
1982     48        42079.63
1982     49        42709.01
1982     50        43963.74
1982     51        45357.00
1982     52        44823.51
1982     53        45526.95
1982     54        45487.38
1982     55        46519.04
1983     12        54832.99
1983     13        52692.68
1983     14        54085.94
1983     15        57209.75
1983     16        60236.55
1983     17        59814.94
1983     18        61141.88
1983     19        58334.93
1983     20        54981.12
1983     21        53762.75
1983     22        52960.80
1983     23        53130.17
1983     24        54049.22
1983     25        55093.48
1983     26        55890.39
1983     27        55926.21
1983     28        55391.26
1983     29        56259.54
1983     30        57477.63
1983     31        56880.36
1983     32        58447.46
1983     33        61281.21
1983     34        64254.07
1983     35        65416.08
1983     36        66876.49
1983     37        67000.13
1983     38        66221.54
1983     39        63636.59
1983     40        59302.58
1983     41        53876.86
1983     42        48008.37
1983     43        48824.51
1983     44        48156.39
1983     45        46102.98
1983     46        44705.70
1983     47        43580.58
1983     48        42489.28
1983     49        42000.71
1983     50        42605.01
1983     51        43858.73
1983     52        45216.00
1983     53        44672.40
1983     54        45356.01
1983     55        45311.13
1984     12        55117.57
1984     13        54858.78
1984     14        52716.76
1984     15        54121.74
1984     16        57226.25
1984     17        60312.85
1984     18        59912.32
1984     19        61340.69
1984     20        58552.98
1984     21        55159.61
1984     22        53906.02
1984     23        53088.52
1984     24        53235.11
1984     25        54131.06
1984     26        55136.60
1984     27        55918.20
1984     28        55939.49
1984     29        55365.56
1984     30        56253.59
1984     31        57468.17
1984     32        56853.44
1984     33        58354.00
1984     34        61223.59
1984     35        64206.32
1984     36        65391.82
1984     37        66835.83
1984     38        66969.11
1984     39        66173.66
1984     40        63552.06
1984     41        59258.52
1984     42        53827.93
1984     43        47942.39
1984     44        48767.33
1984     45        48081.84
1984     46        46029.32
1984     47        44611.25
1984     48        43513.78
1984     49        42413.09
1984     50        41894.53
1984     51        42505.15
1984     52        43725.45
1984     53        45062.30
1984     54        44525.82
1984     55        45173.04
1985     12        54750.18
1985     13        55166.53
1985     14        54902.48
1985     15        52754.92
1985     16        54155.50
1985     17        57305.22
1985     18        60444.37
1985     19        60157.30
1985     20        61607.91
1985     21        58807.75
1985     22        55383.46
1985     23        54116.07
1985     24        53290.39
1985     25        53395.22
1985     26        54247.34
1985     27        55217.31
1985     28        56011.63
1985     29        55995.64
1985     30        55399.63
1985     31        56289.91
1985     32        57460.19
1985     33        56815.06
1985     34        58325.74
1985     35        61180.39
1985     36        64183.86
1985     37        65363.83
1985     38        66809.04
1985     39        66920.91
1985     40        66109.22
1985     41        63516.00
1985     42        59222.50
1985     43        53770.85
1985     44        47877.21
1985     45        48709.69
1985     46        48028.90
1985     47        45952.60
1985     48        44542.64
